OrderID,OrderDate,Category,Sales,Quantity,Region,DeliveryStatus,ReturnRequested
ORD-10417,2026-01-13,Books,494.15,3,East,On-Time,No
ORD-10418,2026-01-30,Home,451.64,2,North,On-Time,No
ORD-10419,2026-01-19,Apparel,329.32,3,West,On-Time,No
ORD-10420,2026-01-17,Books,163.89,2,West,Delayed,No
ORD-10421,2026-03-04,Electronics,134.62,1,East,On-Time,No
ORD-10422,2026-01-19,Electronics,411.44,1,East,On-Time,No
ORD-10423,2026-02-27,Electronics,441.11,3,West,On-Time,No
ORD-10424,2026-02-24,Apparel,267.46,4,East,Delayed,No
ORD-10425,2026-03-31,Electronics,129.73,2,South,On-Time,No
ORD-10426,2026-03-31,Books,65.34,2,South,On-Time,No
ORD-10427,2026-03-03,Electronics,52.72,1,East,On-Time,No
ORD-10428,2026-01-23,Home,362.35,1,West,On-Time,No
ORD-10429,2026-01-09,Electronics,215.86,4,North,On-Time,No
ORD-10430,2026-01-12,Books,453.63,4,East,On-Time,No
ORD-10431,2026-01-01,Books,372.44,4,East,Delayed,No
ORD-10432,2026-02-27,Apparel,103.72,3,North,On-Time,No
ORD-10433,2026-01-01,Books,310.75,1,East,Delayed,No
ORD-10434,2026-02-03,Electronics,223.4,3,North,On-Time,No
ORD-10435,2026-02-17,Books,292.85,1,West,On-Time,No
ORD-10436,2026-03-30,Electronics,371.65,1,South,On-Time,No
ORD-10437,2026-01-01,Books,405.04,2,West,On-Time,No
ORD-10438,2026-01-16,Electronics,423.43,1,South,Cancelled,No
ORD-10439,2026-03-02,Apparel,134.45,1,North,On-Time,No
ORD-10440,2026-03-05,Home,25.25,3,South,On-Time,No
ORD-10441,2026-03-04,Electronics,372.25,1,West,On-Time,No
ORD-10442,2026-03-10,Electronics,62.11,3,South,On-Time,No
ORD-10443,2026-01-22,Electronics,164.31,4,North,On-Time,No
ORD-10444,2026-03-08,Apparel,11.87,1,South,On-Time,No
ORD-10445,2026-03-17,Apparel,344.02,1,East,Cancelled,No
ORD-10446,2026-01-26,Electronics,91.89,3,West,On-Time,No
ORD-10447,2026-01-16,Apparel,331.09,4,East,On-Time,Yes
ORD-10448,2026-02-20,Electronics,495.95,2,North,On-Time,No
ORD-10449,2026-03-27,Books,45.61,4,South,Delayed,No
ORD-10450,2026-02-26,Electronics,47.77,3,East,On-Time,Yes
ORD-10451,2026-01-29,Electronics,176.79,4,East,On-Time,No
ORD-10452,2026-03-19,Electronics,434.53,3,South,On-Time,No
ORD-10453,2026-03-10,Apparel,115.61,3,South,On-Time,No
ORD-10454,2026-02-16,Books,186.59,2,West,On-Time,No
ORD-10455,2026-03-03,Apparel,43.57,1,East,Delayed,No
ORD-10456,2026-03-10,Electronics,383.95,3,East,On-Time,No
ORD-10457,2026-03-17,Home,210.07,3,North,On-Time,No
ORD-10458,2026-01-16,Home,382.03,2,West,On-Time,No
ORD-10459,2026-03-31,Electronics,452.77,3,North,On-Time,No
ORD-10460,2026-03-31,Home,124.05,1,East,On-Time,No
ORD-10461,2026-02-17,Books,405.62,2,North,On-Time,No
ORD-10462,2026-03-26,Electronics,38.96,1,East,On-Time,No
ORD-10463,2026-02-08,Home,450.44,1,East,On-Time,No
ORD-10464,2026-02-02,Home,328.88,2,North,On-Time,No
ORD-10465,2026-01-23,Apparel,438.37,3,North,On-Time,No
ORD-10466,2026-01-10,Electronics,10.09,1,South,Cancelled,No
ORD-10467,2026-03-10,Electronics,92.85,1,South,On-Time,No
ORD-10468,2026-02-03,Books,200.98,1,South,On-Time,Yes
ORD-10469,2026-02-21,Books,195.96,1,East,On-Time,No
ORD-10470,2026-01-10,Home,121.1,2,North,On-Time,No
ORD-10471,2026-01-19,Apparel,196.99,2,West,On-Time,No
ORD-10472,2026-02-27,Home,73.14,4,East,On-Time,No
ORD-10473,2026-01-01,Apparel,212.25,4,West,On-Time,No
ORD-10474,2026-03-10,Apparel,403.15,1,North,On-Time,No
ORD-10475,2026-01-04,Electronics,244.74,3,East,On-Time,No
ORD-10476,2026-01-16,Books,18.82,1,West,On-Time,Yes
ORD-10477,2026-01-24,Apparel,216.51,3,West,On-Time,No
ORD-10478,2026-03-21,Books,23.32,1,South,On-Time,No
ORD-10479,2026-01-02,Electronics,483.46,4,South,On-Time,No
ORD-10480,2026-02-01,Electronics,72.45,4,South,On-Time,No
ORD-10481,2026-03-25,Electronics,356.77,3,East,On-Time,No
ORD-10482,2026-01-24,Apparel,486.66,1,North,On-Time,No
ORD-10483,2026-01-12,Books,414.76,3,North,On-Time,No
ORD-10484,2026-02-19,Electronics,352.66,4,South,Cancelled,No
ORD-10485,2026-02-04,Books,421.34,1,South,On-Time,No
ORD-10486,2026-02-02,Apparel,491.08,1,South,On-Time,No
ORD-10487,2026-02-02,Books,314.46,3,West,On-Time,No
ORD-10488,2026-03-02,Electronics,284.0,2,South,On-Time,No
ORD-10489,2026-02-20,Books,317.84,3,West,Delayed,No
ORD-10490,2026-02-12,Home,271.01,4,North,On-Time,No
ORD-10491,2026-01-12,Electronics,321.19,4,East,On-Time,No
ORD-10492,2026-03-08,Electronics,230.42,4,East,On-Time,No
ORD-10493,2026-03-06,Books,117.04,4,East,On-Time,No
ORD-10494,2026-02-02,Books,68.92,4,East,On-Time,No
ORD-10495,2026-02-09,Electronics,43.49,2,West,On-Time,No
ORD-10496,2026-03-15,Home,139.02,1,West,Cancelled,No
ORD-10497,2026-02-12,Books,32.6,3,South,On-Time,No
ORD-10498,2026-02-13,Books,287.91,3,West,On-Time,No
ORD-10499,2026-01-29,Books,149.08,4,South,Delayed,No
ORD-10500,2026-01-13,Home,414.02,3,South,On-Time,No
ORD-10501,2026-01-12,Apparel,46.38,4,East,Delayed,No
ORD-10502,2026-02-15,Apparel,120.91,2,West,Cancelled,Yes
ORD-10503,2026-01-02,Apparel,367.82,2,West,On-Time,No
ORD-10504,2026-02-04,Home,303.42,1,South,On-Time,No
ORD-10505,2026-03-28,Home,41.6,2,South,On-Time,Yes
ORD-10506,2026-03-22,Electronics,439.85,2,North,Delayed,No
ORD-10507,2026-03-31,Books,439.86,1,North,On-Time,No
ORD-10508,2026-01-08,Home,171.9,3,South,On-Time,No
ORD-10509,2026-01-26,Apparel,176.8,4,North,Delayed,No
ORD-10510,2026-03-15,Apparel,494.62,4,North,Cancelled,No
ORD-10511,2026-03-31,Apparel,316.83,3,South,On-Time,No
ORD-10512,2026-02-03,Electronics,270.35,1,South,On-Time,No
ORD-10513,2026-01-07,Electronics,420.69,3,West,Cancelled,No
ORD-10514,2026-03-09,Electronics,149.79,2,South,On-Time,No
ORD-10515,2026-02-27,Electronics,220.3,1,South,Delayed,No
ORD-10516,2026-03-16,Apparel,141.21,1,East,On-Time,No
ORD-10517,2026-01-29,Apparel,396.69,1,West,On-Time,No
ORD-10518,2026-02-05,Electronics,290.94,4,West,On-Time,No
ORD-10519,2026-03-30,Home,332.82,3,West,On-Time,No
ORD-10520,2026-01-21,Electronics,133.63,1,East,On-Time,No
ORD-10521,2026-02-05,Books,117.91,1,South,On-Time,No
ORD-10522,2026-01-10,Books,249.3,1,West,On-Time,No
ORD-10523,2026-03-14,Electronics,371.41,3,West,On-Time,No
ORD-10524,2026-01-24,Apparel,267.37,4,North,On-Time,No
ORD-10525,2026-03-05,Electronics,26.0,2,West,On-Time,No
ORD-10526,2026-02-18,Apparel,435.59,4,South,On-Time,No
ORD-10527,2026-02-05,Home,41.7,1,South,On-Time,No
ORD-10528,2026-03-23,Electronics,478.35,4,North,On-Time,No
ORD-10529,2026-01-24,Apparel,22.32,4,West,On-Time,No
ORD-10530,2026-01-23,Electronics,350.28,2,West,On-Time,No
ORD-10531,2026-03-03,Electronics,50.28,3,West,On-Time,Yes
ORD-10532,2026-02-06,Home,456.23,3,East,Delayed,No
ORD-10533,2026-01-12,Apparel,237.57,4,West,Delayed,No
ORD-10534,2026-02-24,Apparel,77.39,4,South,On-Time,No
ORD-10535,2026-01-13,Apparel,177.0,3,South,Cancelled,No
ORD-10536,2026-01-23,Books,90.76,3,East,On-Time,Yes
ORD-10537,2026-03-30,Electronics,93.59,2,East,On-Time,No
ORD-10538,2026-01-30,Apparel,474.57,1,West,On-Time,No
ORD-10539,2026-01-17,Home,228.17,4,North,On-Time,No
ORD-10540,2026-03-03,Apparel,396.51,3,East,On-Time,No
ORD-10541,2026-03-25,Books,323.41,4,East,On-Time,No
ORD-10542,2026-03-30,Home,341.45,4,West,On-Time,No
ORD-10543,2026-03-27,Home,74.53,3,West,On-Time,No
ORD-10544,2026-01-13,Home,124.75,2,East,On-Time,No
ORD-10545,2026-02-28,Books,395.51,4,North,On-Time,No
ORD-10546,2026-01-19,Books,485.68,2,East,On-Time,No
ORD-10547,2026-02-18,Home,138.71,3,West,On-Time,No
ORD-10548,2026-01-12,Home,143.07,1,West,On-Time,No
ORD-10549,2026-03-02,Electronics,241.72,1,East,On-Time,Yes
ORD-10550,2026-01-19,Electronics,492.08,4,North,Delayed,Yes
ORD-10551,2026-03-17,Apparel,141.79,3,East,On-Time,No
ORD-10552,2026-01-09,Electronics,209.42,2,East,On-Time,No
ORD-10553,2026-03-12,Apparel,446.83,4,West,On-Time,Yes
ORD-10554,2026-01-28,Electronics,11.43,3,North,On-Time,No
ORD-10555,2026-03-19,Apparel,29.49,3,South,On-Time,No
ORD-10556,2026-02-21,Home,306.0,2,North,On-Time,Yes
ORD-10557,2026-03-24,Books,454.62,4,East,On-Time,No
ORD-10558,2026-01-16,Electronics,127.04,3,East,On-Time,No
ORD-10559,2026-03-10,Apparel,240.12,3,East,On-Time,No
ORD-10560,2026-01-12,Books,230.73,3,North,On-Time,No
ORD-10561,2026-01-25,Electronics,241.76,2,West,On-Time,No
ORD-10562,2026-02-21,Books,315.03,4,East,On-Time,No
ORD-10563,2026-03-26,Apparel,240.17,4,East,On-Time,No
ORD-10564,2026-02-22,Apparel,229.26,4,North,On-Time,No
ORD-10565,2026-01-23,Books,242.4,4,South,On-Time,No
ORD-10566,2026-01-16,Electronics,299.53,1,South,On-Time,Yes
ORD-10567,2026-02-26,Home,273.13,1,West,On-Time,Yes
ORD-10568,2026-02-08,Books,428.53,4,West,On-Time,Yes
ORD-10569,2026-02-22,Electronics,34.25,2,East,Delayed,No
ORD-10570,2026-02-11,Home,418.33,1,North,On-Time,No
ORD-10571,2026-02-27,Books,423.52,3,East,Delayed,No
ORD-10572,2026-02-08,Electronics,149.6,1,West,On-Time,No
ORD-10573,2026-01-14,Books,236.8,3,North,On-Time,No
ORD-10574,2026-01-05,Apparel,224.88,4,North,On-Time,No
ORD-10575,2026-02-04,Home,117.07,1,West,On-Time,No
ORD-10576,2026-03-28,Home,204.43,2,South,On-Time,No
ORD-10577,2026-03-16,Electronics,31.75,1,South,On-Time,No
ORD-10578,2026-01-18,Books,146.13,1,North,On-Time,No
ORD-10579,2026-03-17,Books,410.17,1,East,On-Time,No
ORD-10580,2026-01-09,Home,149.44,4,South,On-Time,No
ORD-10581,2026-03-15,Home,410.92,2,East,Delayed,No
ORD-10582,2026-02-27,Home,270.48,1,South,On-Time,No
ORD-10583,2026-01-17,Apparel,441.13,2,South,On-Time,No
ORD-10584,2026-01-07,Home,291.64,4,East,On-Time,No
ORD-10585,2026-02-15,Apparel,24.54,3,West,On-Time,No
ORD-10586,2026-01-13,Apparel,340.96,1,South,On-Time,Yes
ORD-10587,2026-02-09,Home,31.98,2,South,Cancelled,No
ORD-10588,2026-02-11,Apparel,230.79,2,East,On-Time,Yes
ORD-10589,2026-01-09,Electronics,465.42,4,West,On-Time,No
ORD-10590,2026-02-19,Electronics,90.95,1,South,On-Time,No
ORD-10591,2026-01-27,Apparel,201.04,3,South,On-Time,No
ORD-10592,2026-03-07,Home,367.63,2,West,On-Time,No
ORD-10593,2026-01-05,Apparel,442.31,1,South,On-Time,No
ORD-10594,2026-01-29,Home,338.76,3,West,Cancelled,No
ORD-10595,2026-02-06,Apparel,136.5,2,West,On-Time,No
ORD-10596,2026-02-07,Home,340.56,2,East,Delayed,No
ORD-10597,2026-03-24,Apparel,155.4,3,North,On-Time,No
ORD-10598,2026-01-08,Apparel,362.03,3,West,On-Time,No
ORD-10599,2026-03-06,Home,477.48,4,East,On-Time,No
ORD-10600,2026-03-27,Books,363.48,1,North,On-Time,No
ORD-10601,2026-01-17,Apparel,432.81,1,South,Delayed,No
ORD-10602,2026-03-12,Electronics,11.03,4,North,On-Time,No
ORD-10603,2026-03-30,Electronics,361.61,2,West,On-Time,Yes
ORD-10604,2026-02-14,Electronics,416.5,3,West,On-Time,Yes
ORD-10605,2026-01-04,Home,29.87,3,West,On-Time,No
ORD-10606,2026-02-05,Apparel,437.08,3,West,On-Time,No
ORD-10607,2026-03-11,Apparel,135.78,2,West,On-Time,No
ORD-10608,2026-01-31,Apparel,335.99,3,East,On-Time,No
ORD-10609,2026-01-19,Electronics,402.17,3,West,On-Time,No
ORD-10610,2026-03-02,Apparel,334.71,4,East,On-Time,No
ORD-10611,2026-02-23,Electronics,55.22,2,South,On-Time,No
ORD-10612,2026-02-08,Apparel,302.2,1,West,On-Time,No
ORD-10613,2026-03-15,Electronics,279.3,4,West,Delayed,No
ORD-10614,2026-03-31,Books,451.16,4,North,On-Time,No
ORD-10615,2026-01-19,Electronics,208.08,1,South,On-Time,No
ORD-10616,2026-02-08,Books,167.33,4,West,On-Time,No
ORD-10617,2026-03-08,Apparel,377.43,2,West,On-Time,No
ORD-10618,2026-02-14,Books,212.21,3,South,On-Time,No
ORD-10619,2026-01-13,Home,326.59,2,East,On-Time,No
ORD-10620,2026-02-27,Home,326.76,1,West,On-Time,Yes
ORD-10621,2026-01-20,Home,445.14,1,North,On-Time,No
ORD-10622,2026-03-13,Apparel,303.36,4,West,Delayed,No
ORD-10623,2026-03-02,Apparel,256.06,2,North,On-Time,No
ORD-10624,2026-02-08,Apparel,78.05,2,North,On-Time,No
ORD-10625,2026-01-01,Apparel,66.71,1,West,On-Time,No
ORD-10626,2026-01-03,Electronics,85.62,2,West,On-Time,No
ORD-10627,2026-03-18,Apparel,94.21,1,North,Delayed,No
ORD-10628,2026-03-03,Home,322.56,2,South,On-Time,No
ORD-10629,2026-03-04,Apparel,373.08,2,South,On-Time,No
ORD-10630,2026-01-25,Home,269.7,2,West,On-Time,Yes
ORD-10631,2026-02-25,Home,416.22,1,East,On-Time,No
ORD-10632,2026-02-02,Books,495.72,4,South,On-Time,Yes
ORD-10633,2026-02-07,Electronics,411.81,2,West,On-Time,No
ORD-10634,2026-01-06,Apparel,350.49,1,South,On-Time,Yes
ORD-10635,2026-02-27,Apparel,270.92,1,East,On-Time,No
ORD-10636,2026-02-13,Apparel,229.94,2,West,On-Time,No
ORD-10637,2026-02-14,Books,51.35,2,East,On-Time,No
ORD-10638,2026-02-01,Electronics,205.69,4,West,On-Time,No
ORD-10639,2026-02-14,Home,455.97,1,East,On-Time,No
ORD-10640,2026-03-02,Apparel,405.93,1,South,On-Time,No
ORD-10641,2026-02-16,Home,115.87,3,South,On-Time,No
ORD-10642,2026-01-21,Home,238.64,1,East,On-Time,No
ORD-10643,2026-03-21,Apparel,410.19,4,East,On-Time,Yes
ORD-10644,2026-03-26,Apparel,43.02,3,East,On-Time,No
ORD-10645,2026-03-16,Apparel,199.82,3,West,On-Time,Yes
ORD-10646,2026-02-05,Electronics,427.4,3,South,On-Time,No
ORD-10647,2026-01-19,Apparel,207.91,2,West,Delayed,Yes
ORD-10648,2026-01-20,Electronics,48.03,2,South,Cancelled,No
ORD-10649,2026-02-26,Apparel,275.84,1,North,Delayed,No
ORD-10650,2026-01-18,Apparel,432.25,3,West,On-Time,No
ORD-10651,2026-02-16,Apparel,299.24,4,South,On-Time,No
ORD-10652,2026-02-18,Home,120.88,2,South,On-Time,No
ORD-10653,2026-01-14,Electronics,198.28,4,West,On-Time,No
ORD-10654,2026-01-15,Home,230.56,4,West,On-Time,No
ORD-10655,2026-01-31,Apparel,293.84,2,South,On-Time,No
ORD-10656,2026-01-01,Apparel,382.08,2,West,On-Time,No
ORD-10657,2026-02-23,Books,58.45,2,East,Cancelled,No
ORD-10658,2026-01-03,Electronics,445.93,2,West,On-Time,No
ORD-10659,2026-01-16,Apparel,16.03,3,West,On-Time,No
ORD-10660,2026-03-28,Apparel,191.33,3,West,On-Time,No
ORD-10661,2026-02-26,Apparel,23.44,3,South,Delayed,Yes
ORD-10662,2026-03-16,Electronics,202.56,3,East,On-Time,No
ORD-10663,2026-01-12,Electronics,267.65,1,North,On-Time,No
ORD-10664,2026-03-15,Books,260.72,3,North,Delayed,No
ORD-10665,2026-01-16,Apparel,91.16,2,East,On-Time,No
ORD-10666,2026-03-13,Apparel,326.41,4,East,On-Time,No
ORD-10667,2026-03-17,Apparel,31.94,3,East,On-Time,No
ORD-10668,2026-01-24,Home,383.33,1,South,On-Time,No
ORD-10669,2026-01-28,Electronics,473.86,2,North,On-Time,No
ORD-10670,2026-01-08,Apparel,176.49,4,East,On-Time,No
ORD-10671,2026-02-05,Apparel,263.45,4,South,Delayed,No
ORD-10672,2026-03-31,Books,195.67,3,North,Cancelled,No
ORD-10673,2026-01-08,Electronics,13.29,4,West,On-Time,No
ORD-10674,2026-02-27,Apparel,199.08,3,South,On-Time,No
ORD-10675,2026-03-01,Apparel,397.94,3,North,On-Time,No
ORD-10676,2026-02-19,Home,302.03,2,South,On-Time,No
ORD-10677,2026-01-28,Apparel,59.62,2,North,On-Time,No
ORD-10678,2026-02-10,Apparel,425.1,1,North,On-Time,No
ORD-10679,2026-03-05,Home,270.23,2,West,On-Time,No
ORD-10680,2026-01-27,Home,422.44,2,South,On-Time,No
ORD-10681,2026-03-04,Apparel,294.31,3,East,Delayed,No
ORD-10682,2026-01-17,Books,284.25,2,West,On-Time,No
ORD-10683,2026-03-14,Apparel,61.58,3,West,On-Time,No
ORD-10684,2026-02-02,Apparel,92.01,3,North,On-Time,No
ORD-10685,2026-03-25,Electronics,486.29,2,East,On-Time,No
ORD-10686,2026-03-18,Books,121.96,1,South,On-Time,No
ORD-10687,2026-01-29,Electronics,488.95,1,East,On-Time,No
ORD-10688,2026-01-13,Electronics,270.64,4,East,On-Time,No
ORD-10689,2026-02-15,Electronics,76.54,4,East,On-Time,No
ORD-10690,2026-02-04,Home,58.66,2,East,On-Time,No
ORD-10691,2026-01-06,Electronics,112.34,1,East,On-Time,Yes
ORD-10692,2026-03-23,Electronics,463.56,3,North,On-Time,No
ORD-10693,2026-03-10,Electronics,212.93,4,North,Cancelled,No
ORD-10694,2026-02-16,Electronics,203.76,3,West,On-Time,Yes
ORD-10695,2026-01-25,Apparel,163.47,4,North,Cancelled,No
ORD-10696,2026-03-07,Home,82.06,2,West,On-Time,No
ORD-10697,2026-01-10,Apparel,249.05,1,West,Cancelled,No
ORD-10698,2026-02-25,Apparel,73.72,4,South,On-Time,No
ORD-10699,2026-01-30,Home,419.39,1,East,On-Time,No
ORD-10700,2026-01-05,Electronics,191.49,3,North,On-Time,No
ORD-10701,2026-02-02,Apparel,193.65,2,South,On-Time,No
ORD-10702,2026-03-06,Books,242.26,1,North,On-Time,Yes
ORD-10703,2026-01-18,Apparel,227.62,2,West,On-Time,No
ORD-10704,2026-02-18,Electronics,497.48,1,North,On-Time,No
ORD-10705,2026-01-11,Apparel,277.24,3,East,On-Time,No
ORD-10706,2026-03-26,Apparel,53.22,3,West,On-Time,Yes
ORD-10707,2026-01-26,Apparel,307.37,2,West,On-Time,No
ORD-10708,2026-03-04,Electronics,84.28,3,South,On-Time,No
ORD-10709,2026-03-30,Electronics,25.16,4,East,On-Time,No
ORD-10710,2026-03-27,Electronics,485.66,1,West,On-Time,No
ORD-10711,2026-02-28,Books,389.03,3,East,On-Time,No
ORD-10712,2026-01-27,Home,490.25,4,North,On-Time,No
ORD-10713,2026-02-18,Electronics,244.16,2,East,On-Time,No
ORD-10714,2026-03-18,Electronics,270.81,4,West,Cancelled,No
ORD-10715,2026-02-02,Home,92.49,2,South,On-Time,No
ORD-10716,2026-01-01,Electronics,130.98,2,West,On-Time,No
ORD-10717,2026-01-21,Electronics,420.89,1,East,On-Time,No
ORD-10718,2026-02-24,Books,184.53,1,East,On-Time,Yes
ORD-10719,2026-01-06,Electronics,415.14,4,West,On-Time,No
ORD-10720,2026-03-22,Home,357.42,1,East,On-Time,No
ORD-10721,2026-03-10,Books,96.81,1,North,On-Time,No
ORD-10722,2026-01-05,Apparel,258.65,1,West,On-Time,No
ORD-10723,2026-01-03,Electronics,341.92,4,South,On-Time,No
ORD-10724,2026-02-22,Electronics,125.17,3,West,On-Time,No
ORD-10725,2026-01-23,Books,417.04,1,North,On-Time,No
ORD-10726,2026-02-22,Books,276.97,1,North,On-Time,No
ORD-10727,2026-02-06,Home,90.97,4,North,On-Time,No
ORD-10728,2026-03-15,Electronics,295.66,3,North,On-Time,Yes
ORD-10729,2026-03-15,Home,499.86,1,North,Cancelled,No
ORD-10730,2026-03-24,Books,83.76,2,South,Delayed,No
ORD-10731,2026-01-17,Home,410.21,4,East,On-Time,No
ORD-10732,2026-03-26,Books,111.58,1,North,On-Time,No
ORD-10733,2026-03-19,Books,393.37,1,North,On-Time,No
ORD-10734,2026-03-14,Home,369.94,2,West,On-Time,No
ORD-10735,2026-01-01,Apparel,157.24,2,South,On-Time,No
ORD-10736,2026-02-20,Apparel,169.65,4,South,On-Time,No
ORD-10737,2026-02-14,Electronics,398.34,4,East,On-Time,No
ORD-10738,2026-03-18,Home,236.11,2,South,On-Time,No
ORD-10739,2026-01-04,Apparel,368.1,4,West,Cancelled,No
ORD-10740,2026-03-03,Books,82.51,2,West,On-Time,No
ORD-10741,2026-03-06,Books,427.75,1,East,On-Time,No
ORD-10742,2026-02-01,Home,358.33,2,West,On-Time,Yes
ORD-10743,2026-02-03,Electronics,454.4,2,North,On-Time,No
ORD-10744,2026-03-13,Electronics,74.86,3,North,On-Time,No
ORD-10745,2026-02-08,Electronics,300.58,2,West,On-Time,No
ORD-10746,2026-01-26,Home,303.57,2,East,On-Time,No
ORD-10747,2026-02-03,Home,183.2,3,South,On-Time,No
ORD-10748,2026-02-23,Books,234.65,4,East,On-Time,No
ORD-10749,2026-01-03,Apparel,28.61,3,South,On-Time,No
ORD-10750,2026-02-19,Books,375.47,1,West,On-Time,No
ORD-10751,2026-01-12,Books,279.17,3,West,Delayed,No
ORD-10752,2026-03-06,Apparel,38.29,1,North,On-Time,No
ORD-10753,2026-02-23,Books,343.57,4,South,On-Time,No
ORD-10754,2026-01-05,Apparel,238.72,3,East,On-Time,No
ORD-10755,2026-02-26,Electronics,26.89,3,West,On-Time,No
ORD-10756,2026-01-17,Home,485.11,4,East,On-Time,No
ORD-10757,2026-02-16,Apparel,475.06,1,North,On-Time,No
ORD-10758,2026-01-23,Home,261.32,3,South,On-Time,No
ORD-10759,2026-03-20,Home,55.9,1,South,On-Time,Yes
ORD-10760,2026-03-26,Apparel,379.76,3,West,On-Time,No
ORD-10761,2026-01-14,Apparel,251.05,2,South,On-Time,No
ORD-10762,2026-03-07,Apparel,158.2,3,West,On-Time,No
ORD-10763,2026-03-16,Apparel,250.79,4,North,On-Time,No
ORD-10764,2026-02-20,Apparel,266.0,4,South,On-Time,No
ORD-10765,2026-02-07,Apparel,285.73,1,West,On-Time,No
ORD-10766,2026-03-05,Electronics,226.2,3,East,On-Time,No
ORD-10767,2026-02-07,Apparel,306.82,1,West,On-Time,Yes
ORD-10768,2026-02-19,Electronics,460.18,1,South,On-Time,No
ORD-10769,2026-03-23,Home,187.51,2,North,On-Time,No
ORD-10770,2026-01-30,Home,365.6,2,South,On-Time,No
ORD-10771,2026-03-20,Apparel,448.28,4,South,On-Time,No
ORD-10772,2026-02-20,Apparel,233.43,1,West,Delayed,No
ORD-10773,2026-03-04,Books,227.29,4,East,On-Time,No
ORD-10774,2026-02-21,Books,305.04,3,South,On-Time,No
ORD-10775,2026-02-07,Books,299.79,1,East,On-Time,Yes
ORD-10776,2026-03-29,Books,405.23,1,West,On-Time,No
ORD-10777,2026-03-20,Electronics,243.48,3,East,On-Time,No
ORD-10778,2026-01-30,Electronics,498.1,3,West,Delayed,No
ORD-10779,2026-02-20,Apparel,39.14,4,North,On-Time,No
ORD-10780,2026-03-22,Electronics,11.55,4,East,On-Time,No
ORD-10781,2026-01-05,Apparel,323.7,3,East,On-Time,Yes
ORD-10782,2026-01-29,Apparel,156.23,4,North,On-Time,No
ORD-10783,2026-01-04,Apparel,127.79,3,East,On-Time,No
ORD-10784,2026-01-10,Home,162.83,1,North,On-Time,No
ORD-10785,2026-02-25,Home,135.46,1,South,On-Time,No
ORD-10786,2026-01-17,Apparel,25.09,2,West,On-Time,No
ORD-10787,2026-03-15,Books,486.05,1,North,On-Time,No
ORD-10788,2026-01-17,Apparel,118.17,3,East,On-Time,No
ORD-10789,2026-03-25,Books,369.67,4,North,On-Time,No
ORD-10790,2026-03-29,Electronics,383.67,2,East,On-Time,No
ORD-10791,2026-03-10,Books,465.34,4,South,On-Time,No
ORD-10792,2026-02-03,Home,24.97,3,North,On-Time,No
ORD-10793,2026-01-06,Apparel,437.3,1,South,On-Time,Yes
ORD-10794,2026-02-22,Electronics,268.34,2,West,On-Time,No
ORD-10795,2026-03-07,Apparel,319.95,3,East,On-Time,No
ORD-10796,2026-03-18,Electronics,325.79,2,East,On-Time,No
ORD-10797,2026-02-12,Electronics,411.7,2,South,On-Time,No
ORD-10798,2026-03-16,Home,173.37,1,West,On-Time,No
ORD-10799,2026-01-23,Apparel,369.2,3,North,On-Time,No
ORD-10800,2026-02-24,Home,269.0,4,North,On-Time,No
ORD-10801,2026-03-21,Books,398.76,2,East,On-Time,No
ORD-10802,2026-03-16,Apparel,495.37,2,South,On-Time,No
ORD-10803,2026-01-16,Apparel,108.32,4,South,On-Time,No
ORD-10804,2026-01-08,Electronics,497.38,3,North,On-Time,No
ORD-10805,2026-01-04,Home,54.01,2,West,On-Time,No
ORD-10806,2026-01-04,Apparel,11.14,2,West,On-Time,No
ORD-10807,2026-02-25,Books,31.64,2,North,On-Time,No
ORD-10808,2026-01-25,Books,177.47,3,North,On-Time,No
ORD-10809,2026-03-08,Apparel,320.12,3,South,On-Time,No
ORD-10810,2026-03-08,Electronics,43.82,4,West,On-Time,No
ORD-10811,2026-01-27,Books,12.78,3,North,On-Time,No
ORD-10812,2026-02-01,Home,469.17,3,North,On-Time,No
ORD-10813,2026-02-19,Electronics,412.74,1,East,On-Time,No
ORD-10814,2026-03-02,Electronics,406.5,4,North,On-Time,No
ORD-10815,2026-02-20,Home,443.37,2,North,On-Time,No
ORD-10816,2026-01-19,Electronics,353.02,3,West,On-Time,No
ORD-10817,2026-01-21,Books,61.16,2,South,On-Time,No
ORD-10818,2026-01-05,Apparel,205.56,2,West,On-Time,No
ORD-10819,2026-03-23,Electronics,364.34,1,South,On-Time,No
ORD-10820,2026-02-11,Books,147.36,3,East,On-Time,No
ORD-10821,2026-03-02,Apparel,346.83,4,North,Delayed,No
ORD-10822,2026-01-22,Apparel,22.0,3,East,On-Time,No
ORD-10823,2026-01-21,Electronics,160.01,2,South,On-Time,No
ORD-10824,2026-03-11,Electronics,279.07,4,West,On-Time,No
ORD-10825,2026-01-01,Home,319.72,3,West,On-Time,No
ORD-10826,2026-01-05,Apparel,292.75,2,East,On-Time,No
ORD-10827,2026-01-12,Apparel,351.9,2,South,On-Time,No
ORD-10828,2026-03-31,Home,12.98,1,East,On-Time,No
ORD-10829,2026-02-15,Home,59.46,1,East,On-Time,No
ORD-10830,2026-02-03,Electronics,435.78,1,North,Delayed,No
ORD-10831,2026-02-18,Apparel,344.06,2,East,On-Time,No
ORD-10832,2026-03-19,Books,65.34,3,North,On-Time,No
ORD-10833,2026-03-31,Home,422.62,1,North,On-Time,No
